2004,1,1,984.00
2004,2,1,986.00
2004,3,1,709.00
2004,4,1,710.00
2004,5,1,651.00
2004,6,1,666.00
2004,7,1,687.00
2004,8,1,690.00
2004,9,1,690.00
2004,10,1,691.00
2004,11,1,697.00
2004,12,1,1056.00
2005,1,1,1061.00
2005,2,1,1068.00
2005,3,1,765.00
2005,4,1,765.00
2005,5,1,719.00
2005,6,1,786.00
2005,7,1,792.00
2005,8,1,806.00
2005,9,1,806.00
2005,10,1,809.00
2005,11,1,864.00
2005,12,1,1112.00
2006,1,1,1129.00
2006,2,1,1140.00
2006,3,1,886.00
2006,4,1,960.00
2006,5,1,960.00
2006,6,1,960.00
2006,7,1,960.00
2006,8,1,960.00
2006,9,1,961.00
2006,10,1,961.00
2006,11,1,1007.00
2006,12,1,1384.00
2007,1,1,1388.00
2007,2,1,1396.00
2007,3,1,919.00
2007,4,1,919.00
2007,5,1,926.00
2007,6,1,1029.00
2007,7,1,1030.00
2007,8,1,1034.00
2007,9,1,1045.00
2007,10,1,1050.00
2007,11,1,1141.00
2007,12,1,1589.00
2008,1,1,1668.00
2008,2,1,1728.00
2008,3,1,1197.00
2008,4,1,1197.00
2008,5,1,1198.00
2008,6,1,1198.00
2008,7,1,1198.00
2008,8,1,1200.00
2008,9,1,1205.00
2008,10,1,1401.00
2008,11,1,1467.00
2008,12,1,2051.00
2004,1,2,1994.00
2004,2,2,1994.00
2004,3,2,1994.00
2004,4,2,1994.00
2004,5,2,1994.00
2004,6,2,1994.00
2004,7,2,1994.00
2004,8,2,1994.00
2004,9,2,1994.00
2004,10,2,1994.00
2004,11,2,1994.00
2004,12,2,1994.00
2005,1,2,1994.00
2005,2,2,1994.00
2005,3,2,1994.00
2005,4,2,1994.00
2005,5,2,1994.00
2005,6,2,2172.00
2005,7,2,2172.00
2005,8,2,2209.00
2005,9,2,2209.00
2005,10,2,2209.00
2005,11,2,2209.00
2005,12,2,2209.00
2006,1,2,2209.00
2006,2,2,2209.00
2006,3,2,2209.00
2006,4,2,2308.00
2006,5,2,2355.00
2006,6,2,2355.00
2006,7,2,2366.00
2006,8,2,2366.00
2006,9,2,2366.00
2006,10,2,2366.00
2006,11,2,2366.00
2006,12,2,2366.00
2007,1,2,2384.00
2007,2,2,2384.00
2007,3,2,2384.00
2007,4,2,2384.00
2007,5,2,2391.00
2007,6,2,2391.00
2007,7,2,2513.00
2007,8,2,2513.00
2007,9,2,2513.00
2007,10,2,2513.00
2007,11,2,2513.00
2007,12,2,2533.00
2008,1,2,2533.00
2008,2,2,2562.00
2008,3,2,2562.00
2008,4,2,2562.00
2008,5,2,2562.00
2008,6,2,2562.00
2008,7,2,2562.00
2008,8,2,2562.00
2008,9,2,2562.00
2008,10,2,2897.00
2008,11,2,2906.00
2008,12,2,3051.00
2004,1,3,1148.00
2004,2,3,1149.00
2004,3,3,1152.00
2004,4,3,1152.00
2004,5,3,1152.00
2004,6,3,1164.00
2004,7,3,1171.00
2004,8,3,1176.00
2004,9,3,1176.00
2004,10,3,1176.00
2004,11,3,1176.00
2004,12,3,1179.00
2005,1,3,1179.00
2005,2,3,1186.00
2005,3,3,1186.00
2005,4,3,1186.00
2005,5,3,1186.00
2005,6,3,1186.00
2005,7,3,1186.00
2005,8,3,1281.00
2005,9,3,1281.00
2005,10,3,1281.00
2005,11,3,1281.00
2005,12,3,1281.00
2006,1,3,1291.00
2006,2,3,1291.00
2006,3,3,1291.00
2006,4,3,1311.00
2006,5,3,1355.00
2006,6,3,1362.00
2006,7,3,1365.00
2006,8,3,1365.00
2006,9,3,1365.00
2006,10,3,1365.00
2006,11,3,1367.00
2006,12,3,1367.00
2007,1,3,1410.00
2007,2,3,1410.00
2007,3,3,1410.00
2007,4,3,1411.00
2007,5,3,1430.00
2007,6,3,1469.00
2007,7,3,1566.00
2007,8,3,1566.00
2007,9,3,1571.00
2007,10,3,1590.00
2007,11,3,1620.00
2007,12,3,1637.00
2008,1,3,1646.00
2008,2,3,1709.00
2008,3,3,1784.00
2008,4,3,1784.00
2008,5,3,1796.00
2008,6,3,1796.00
2008,7,3,1796.00
2008,8,3,1798.00
2008,9,3,1806.00
2008,10,3,2125.00
2008,11,3,2128.00
2008,12,3,2135.00
2004,1,4,2078.00
2004,2,4,2135.00
2004,3,4,2135.00
2004,4,4,2135.00
2004,5,4,2135.00
2004,6,4,2135.00
2004,7,4,2135.00
2004,8,4,2135.00
2004,9,4,2135.00
2004,10,4,2135.00
2004,11,4,2135.00
2004,12,4,2135.00
2005,1,4,2135.00
2005,2,4,2140.00
2005,3,4,2140.00
